gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FER,5.580863497,5.430541466,0.96680682,5.61698713,1.94E-08,1.37E-07
VIPAS39,2096.928996,-0.263876112,0.219324315,-1.203132047,0.228925226,0.33417363
ANKRD50,172.8340257,1.474128963,0.223563381,6.593785436,4.29E-11,4.50E-10
UPF2,86.50484486,3.603111095,0.349132753,10.32017495,5.71E-25,1.87E-23
SCLT1,4.953248284,0.496141504,0.711320058,0.697494044,0.485493665,0.598960509
CCDC3,799.5703575,-1.212127303,0.222462274,-5.448687001,5.07E-08,3.35E-07
C4orf33,1.771179068,-0.698874723,0.807211971,-0.865788353,0.386606237,0.503496778
FRMD4A,3.317979411,-1.815260248,0.576513739,-3.148685151,0.001640068,0.004591643
SLC25A31,259.8685658,1.349859804,0.198688121,6.793862636,1.09E-11,1.24E-10
PTPRO,181.3140733,0.607046054,0.290215965,2.091704551,0.036464953,0.072193838
EPS8,1019.906411,0.200498881,0.123571817,1.622529196,0.104690087,0.176075322
ACAD8,5661.99472,0.258517826,0.208032274,1.242681343,0.213985282,0.316070376
THYN1,0.628023458,1.62518594,1.299874725,1.250263513,0.211203302,0.312747354
VPS26B,920.3694286,-0.204489773,0.197014532,-1.03794259,0.299296784,0.411991076
VTI1A,347.4614809,4.264429353,0.475650632,8.965465554,3.09E-19,7.02E-18
QDPR,0.715500957,1.770652736,1.424929727,1.242624603,0.2140062,0.316070376
FHIP2A,6082.972482,0.710930351,0.114914945,6.186578685,6.15E-10,5.45E-09
TEX9,96.8748419,3.632017122,0.574687646,6.319984686,2.62E-10,2.44E-09
DRD3,18.00863943,4.494450501,0.709361575,6.335909158,2.36E-10,2.22E-09
MMAA,157.2311916,-1.675458929,0.51871274,-3.230032345,0.001237762,0.003565997
ZNF827,5544.412894,-0.092675976,0.145825267,-0.635527561,0.525084397,0.635365945
POU4F2,222.6053681,0.703542192,0.2665232,2.639703379,0.008297862,0.01958861
EDNRA,15.91787105,1.572787299,0.400327802,3.928748621,8.54E-05,0.000315082
NR3C2,280.4326771,-1.740170102,0.209806733,-8.294157581,1.09E-16,2.05E-15
AKR1C2,327.3702014,-3.759329294,0.881014405,-4.267046343,1.98E-05,8.31E-05
DPYSL4,136.9983132,-0.938710683,0.35523973,-2.642470991,0.008230352,0.019446845
VENTX,2191.533657,1.237388075,0.110595597,11.18840264,4.65E-29,1.96E-27
ADAM8,3.086446417,1.879785516,0.803450414,2.339640983,0.019302285,0.041458568
ITIH2,576.372467,-0.962590808,0.323439803,-2.976104975,0.002919349,0.007737902
KIN,5.978444176,-1.722672142,1.208288106,-1.425713067,0.153951183,0.242333106
PIGF,4.859251875,-1.589983539,0.642867783,-2.473266791,0.013388415,0.029918533
ANKAR,694.2370785,2.982515809,0.219848628,13.56622436,6.35E-42,5.40E-40
INPP1,780.9895189,-0.533492717,0.136173331,-3.917747441,8.94E-05,0.000328233
MFSD6,59.95106594,8.836116495,0.900618875,9.811160677,1.01E-22,2.85E-21
ASAP2,1.270605341,-3.303863534,1.153430913,-2.864379215,0.004178275,0.010666567
ADAM17,12.25066373,0.375875612,0.420997433,0.892821625,0.371952704,0.488102786
FLI1,32.9370368,5.533804533,0.676687933,8.177779246,2.89E-16,5.22E-15
KCNJ1,2.34178229,-0.384782882,0.733579622,-0.524527768,0.599911511,0.701109892
TMEM45B,1428.322542,-0.88808685,0.136964715,-6.484055753,8.93E-11,8.97E-10
WWC2,4.284665289,-1.16422339,0.836020239,-1.392577997,0.163747441,0.254882636
CENPU,2669.776427,-0.396226076,0.100868433,-3.928147423,8.56E-05,0.000315784
ACSL1,1301.397303,-0.849665915,0.310054896,-2.740372511,0.006136959,0.015009347
SLC25A4,65.54974901,6.651738846,0.636879418,10.44426726,1.56E-25,5.28E-24
AMN1,340.5739964,0.886033386,0.192459216,4.603746204,4.15E-06,1.98E-05
BICD1,478.6070318,11.35751411,0.877925201,12.93676739,2.79E-38,2.06E-36
CCDC122,717.197436,-0.58281861,0.181775153,-3.206261143,0.001344719,0.003837933
SERP2,0.793502166,-3.144288537,1.272460277,-2.471030801,0.013472421,0.030088744
NBAS,397.0688401,-0.389361862,0.168414428,-2.311926986,0.020781707,0.044229635
ZNF385D,8.015895294,0.475035344,0.421085385,1.128121188,0.259268742,0.368811569
GUF1,650.1963132,0.819214549,0.1675204,4.890237541,1.01E-06,5.33E-06
SLC35F4,340.718189,-0.517917121,0.146286807,-3.540422608,0.000399487,0.00128388
GABRA2,113.1335463,8.195871952,0.802356264,10.21475412,1.70E-24,5.44E-23
SACS,891.9057898,-0.202419327,0.111821126,-1.810206489,0.070263772,0.126347849
CCDC175,872.6404327,-0.246619188,0.128484542,-1.919446364,0.054927868,0.102461295
PABPC3,2269.444033,0.103950825,0.160984512,0.645719414,0.518461085,0.629233763
TMEM267,53.39405326,-3.507624177,0.695340399,-5.044470567,4.55E-07,2.56E-06
CCL28,526.3101531,0.830067871,0.121846982,6.812379399,9.60E-12,1.10E-10
PARP8,17.70043636,-0.615811968,0.387890284,-1.587593175,0.112378362,0.186722896
GFRA1,170.0193873,5.09119743,0.424074607,12.00542864,3.33E-33,1.84E-31
CACUL1,1182.620843,1.022584368,0.201096502,5.085043043,3.68E-07,2.10E-06
DST,364.5660219,0.090726132,0.250394932,0.36233214,0.717103843,0.798088735
BEND6,24.11604735,2.78307196,0.790003033,3.522862374,0.000426913,0.001364193
TIAL1,532.8473087,0.196135305,0.180773817,1.084976288,0.277932158,0.389281743
BAG3,2438.856893,0.712634044,0.202246751,3.523587098,0.000425747,0.001360953
GLT1D1,266.1115502,-0.479038166,0.1514583,-3.162838657,0.001562389,0.004397072
TMEM132D,2.237460465,-1.337238718,0.700796189,-1.908170646,0.056369164,0.10479143
RBM46,3076.812751,1.539620163,0.164573589,9.355208057,8.34E-21,2.11E-19
ZNF37CP,1.484511248,0.925206114,0.855069791,1.082024092,0.279241823,0.390668163
SCHIP1,287.854032,-0.31615145,0.191009425,-1.655161516,0.097891739,0.166418434
KCNE4,197.2302838,-2.203414559,0.369978082,-5.955527279,2.59E-09,2.09E-08
RABGAP1L,1331.0087,0.603621599,0.151498187,3.984348659,6.77E-05,0.000255411
CCDC74B,2.918974501,0.955704065,0.714559832,1.337472416,0.18106848,0.276683592
TLCD4,10.51010626,3.48781798,0.512308301,6.808045019,9.89E-12,1.13E-10
MZT2B,4.764140576,-0.573431286,0.545274069,-1.05163865,0.292965368,0.405415115
TUBA3E,55.79890435,0.120910044,0.195668065,0.617934483,0.536618528,0.645672098
CFC1B,2127.185927,0.848303953,0.275562982,3.078439447,0.002080878,0.005698137
FAM168B,260.0112268,-1.211576756,0.187884918,-6.448504577,1.13E-10,1.12E-09
PTPN14,4551.453275,0.927096669,0.141337257,6.559464132,5.40E-11,5.58E-10
SMPD4BP,2440.787039,1.070860402,0.151830659,7.05299184,1.75E-12,2.18E-11
MGAT5,664.6156503,1.368620801,0.137601967,9.946229903,2.62E-23,7.73E-22
TMEM163,623.5387783,1.311122474,0.216461905,6.057058739,1.39E-09,1.16E-08
GPATCH11,1262.211634,0.293873398,0.199006802,1.476700266,0.139756001,0.223959617
HSPB8,2416.631977,1.062168694,0.152208285,6.978389477,2.99E-12,3.62E-11
GEMIN6,1029.666293,2.181798663,0.317734874,6.866727089,6.57E-12,7.63E-11
TMEM178A,369.5477611,-2.508504922,0.482719689,-5.19660784,2.03E-07,1.21E-06
POU4F1,1494.105735,-0.71051372,0.153061304,-4.642020551,3.45E-06,1.67E-05
OBI1,3013.819166,-0.674779919,0.149485716,-4.514009355,6.36E-06,2.92E-05
CYSLTR2,805.11531,0.143223436,0.114524636,1.250590623,0.211083874,0.312629816
GRID2,2240.127273,0.459326932,0.197888193,2.321143699,0.02027909,0.043290194
ARL11,800.4970949,0.650292843,0.17447523,3.727135621,0.000193668,0.000664451
RIT2,45.40216946,6.349436987,0.735508796,8.632713878,5.99E-18,1.25E-16
ARL14EP,260.3888202,-0.628114215,0.170927174,-3.674747552,0.000238085,0.000800286
EPG5,13.75280867,-0.846090372,0.471704381,-1.793687753,0.072863021,0.130263493
PSTPIP2,723.3016419,0.340689252,0.088735139,3.839395029,0.000123338,0.000439891
ATP5F1A,1775.121376,-0.344161865,0.177373627,-1.940321519,0.052340628,0.098389858
HAUS1,0.575393419,1.844961519,1.130101962,1.632562,0.102561149,0.173090805
C18orf25,1664.191662,-0.920394344,0.216892944,-4.243542121,2.20E-05,9.15E-05
SPC25,1182.70509,-2.646794359,0.611652347,-4.327285541,1.51E-05,6.46E-05
G6PC2,509.2891811,0.285393519,0.147115662,1.939926142,0.052388667,0.09845858
PDK1,543.763576,-1.033938414,0.170428788,-6.066688765,1.31E-09,1.10E-08
PDE3B,3159.166694,-0.415686369,0.203707701,-2.040602127,0.041290391,0.080373603
TCF7L1,28.6449427,-0.749691285,0.339621515,-2.207431658,0.027283917,0.056117249
TGOLN2,4344.484189,0.432620472,0.124721334,3.468696637,0.00052299,0.001640496
SH2D6,5979.869024,-1.648095858,0.251031064,-6.565306434,5.19E-11,5.38E-10
KCNK13,886.2796597,-0.871291852,0.247290434,-3.523354462,0.000426121,0.001361824
UHMK1,52.426951,0.263762938,0.223213255,1.18166342,0.237339278,0.343891072
ATG10,1911.718552,0.227363023,0.238180734,0.954581921,0.339789163,0.455357226
POC5,3571.832384,-0.940659103,0.095901302,-9.808616621,1.03E-22,2.91E-21
SPOCK1,15.24224553,-0.552209303,0.435097705,-1.269161608,0.204383431,0.304535391
TADA1,10403.31893,0.433259384,0.160797258,2.694445097,0.007050594,0.016976764
GUCY1A2,1649.179617,-0.620741583,0.129382789,-4.797713721,1.60E-06,8.22E-06
JMY,10.98846209,1.096039616,0.629683689,1.740619353,0.081750323,0.143373584
HOMER1,351.1838747,0.532492611,0.124653959,4.271766535,1.94E-05,8.15E-05
XRCC4,878.7178052,0.603109387,0.213586516,2.823724076,0.004746923,0.011939056
BOLL,5979.217002,-0.851318279,0.136510059,-6.236304393,4.48E-10,4.06E-09
ZNF547,350.1974128,1.50130413,0.269094443,5.579097481,2.42E-08,1.68E-07
ZNF773,371.9834778,-0.848110398,0.143655833,-5.903765841,3.55E-09,2.80E-08
ZNF256,78.90897389,-0.5843536,0.334402427,-1.747456215,0.080558234,0.141664833
SUV39H2,346.9126019,0.3595023,0.216659776,1.659294151,0.097056533,0.165228511
DCLRE1C,412.1953709,0.07979864,0.206519874,0.386396902,0.699202744,0.783879461
OLAH,3.761478891,1.657749585,0.929709446,1.783083512,0.07457271,0.132781223
NMT2,9300.849801,0.135845078,0.120148987,1.130638567,0.258207248,0.367612925
ZSCAN1,72.1160678,0.573783307,0.191422038,2.997477792,0.002722237,0.007264867
ZNF837,0.760956083,3.046011933,1.313361077,2.319249433,0.020381516,0.043470861
USP12,2.852134277,0.905785495,0.627057423,1.444501672,0.14859791,0.235461098
CAMK4,1060.392284,-1.954566469,0.324444486,-6.02434794,1.70E-09,1.40E-08
TRIM36,7.985391496,1.441037686,0.519207196,2.775457848,0.005512404,0.013644686
ZFP36L2,1.867499328,1.462166929,0.736334413,1.985737598,0.047062468,0.089781839
PAN3,872.8064113,0.411941631,0.141677493,2.907601083,0.003642126,0.009433163
PLEKHH2,1512.08135,2.021881552,0.197880272,10.21770151,1.65E-24,5.28E-23
PFKM,18.17912209,2.855160021,0.492527525,5.796955245,6.75E-09,5.13E-08
TMEM123,132.9382211,0.95429939,0.232739442,4.100290796,4.13E-05,0.000162406
GRIA4,27.55411279,3.186042,0.702317621,4.536468834,5.72E-06,2.65E-05
IGSF10,1649.615764,0.056055469,0.092578774,0.60548943,0.544853846,0.652920817
SPARCL1,299.6443922,-0.270168035,0.19200429,-1.407093743,0.159399593,0.249414624
DSPP,13.12183722,2.669887668,0.507562882,5.260210629,1.44E-07,8.83E-07
DMP1,2434.944856,2.674848796,0.190187275,14.06428902,6.30E-45,6.24E-43
MEPE,213.6201455,-1.157876242,0.214064001,-5.409018961,6.34E-08,4.13E-07
MBNL1,2.375996631,0.869840049,0.836337542,1.040058596,0.298312678,0.410866585
CAPSL,1.558939069,-1.070562173,0.927798463,-1.153873622,0.248551985,0.356968044
NADK2,1145.865468,-0.953106943,0.125421296,-7.599243311,2.98E-14,4.48E-13
GPD1L,1.112147736,-0.587386497,0.929230881,-0.632121154,0.527307713,0.637369465
CCNO,239.3281764,-2.124878791,0.327114135,-6.495832988,8.26E-11,8.33E-10
DDX4,1.210919218,0.655488033,0.993182387,0.659987573,0.509261804,0.620985604
CLEC4F,809.5539965,-0.667013226,0.215672422,-3.092714501,0.001983348,0.005457203
SLC30A6,722.1987127,-0.686754155,0.121890667,-5.634181594,1.76E-08,1.25E-07
PELO,8.318343756,-1.40978863,0.478331535,-2.947304383,0.003205575,0.00842098
RASGRP3,1.894350608,3.776558563,1.022536014,3.693325724,0.00022134,0.00074925
SAR1B,0.451179265,1.001782162,1.389899281,0.720758817,0.471057918,0.585605789
CATSPER3,2687.757512,1.19755798,0.117954313,10.15272739,3.22E-24,1.01E-22
GPR180,64.52065322,3.789105991,0.615805698,6.153086932,7.60E-10,6.65E-09
DYNLT5,7.22681625,0.936236927,0.448917242,2.085544592,0.037019895,0.073130892
DNAI4,4.161041978,1.441996783,0.76774496,1.878223705,0.060350569,0.111093991
ANKRD22,27.96097637,8.221687563,0.913750746,8.99773554,2.30E-19,5.29E-18
FARP1,28.85959491,3.991956582,0.493907459,8.082397849,6.35E-16,1.11E-14
IFIT5,698.892973,-0.724028588,0.148592743,-4.872570295,1.10E-06,5.80E-06
SLC16A12,73.21342877,3.5624198,0.428081226,8.321831437,8.66E-17,1.64E-15
PANK1,309.562325,0.393152827,0.125239929,3.13919713,0.001694114,0.004728178
BMP3,2113.198249,-1.985361681,0.320086928,-6.202570327,5.55E-10,4.95E-09
HNRNPDL,813.8875903,0.056129969,0.147742692,0.379917062,0.704006982,0.787786627
HHEX,1569.017323,-0.772978494,0.154666865,-4.997699371,5.80E-07,3.20E-06
UTRN,1635.380958,0.371861044,0.158808186,2.341573527,0.019202643,0.04126104
GRM1,14.51103877,-0.948791319,0.544130831,-1.743682337,0.081214497,0.142613591
GGPS1,29.53446144,0.523786363,0.279290553,1.875417399,0.060735323,0.111718075
CNTNAP4,679.9258285,7.058205907,0.516222743,13.67279145,1.48E-42,1.29E-40
ERV3-1-ZNF117,1.736829804,3.538183451,1.142793885,3.096081891,0.001960962,0.00540144
LMNTD1,260.4320294,6.123436984,0.336929511,18.17423757,8.26E-74,2.18E-71
MARVELD2,2286.482409,-0.261316421,0.061573204,-4.243995852,2.20E-05,9.13E-05
RAD17,3392.489692,2.221582919,0.17656084,12.58253485,2.63E-36,1.75E-34
PLOD2,635.030231,0.784989889,0.187017833,4.19740661,2.70E-05,0.000110386
STK32B,14.49854663,3.721701058,0.651520991,5.712327168,1.11E-08,8.18E-08
NRSN1,0.591096643,-1.584001285,1.204989571,-1.314535265,0.188666139,0.285629757
JAKMIP1,1152.803242,0.328937272,0.127475267,2.580400735,0.009868572,0.022833234
ZIC1,443.5438282,0.936412616,0.180338672,5.192522532,2.07E-07,1.24E-06
ADGRA3,1260.477532,-1.775039053,0.275984203,-6.431669044,1.26E-10,1.24E-09
CPB1,138.1732737,2.216208277,0.266141565,8.32717835,8.28E-17,1.57E-15
SREK1IP1,0.638045041,-2.208799978,1.207059952,-1.829900805,0.067264773,0.121646939
LGI2,27.81912057,1.018171509,0.893596323,1.139408794,0.25453269,0.363749615
CWC27,2.529255298,0.559008278,0.782263259,0.714603775,0.474853911,0.588997693
MR1,0.609851604,-0.89942472,1.162722938,-0.773550337,0.439196751,0.555721714
SRP19,19.75253251,-3.657540077,0.576298713,-6.34660463,2.20E-10,2.08E-09
CENPH,428.6625951,0.637476569,0.19749238,3.227853997,0.001247226,0.003589799
CDYL,0.860700219,-1.609266462,1.159971159,-1.387333167,0.165340194,0.256952937
CARHSP1,208.8279275,0.604341677,0.171364688,3.526640663,0.000420868,0.001346636
TEKT5,1214.902208,-1.779679876,0.266786498,-6.67080189,2.54E-11,2.75E-10
BANK1,1556.899997,-0.318887989,0.207922792,-1.53368462,0.125107259,0.204037655
TXNDC11,11671.97126,-0.896884046,0.111494312,-8.04421349,8.68E-16,1.50E-14
LOC112267931,7.793471386,2.380242635,0.93106464,2.556474097,0.010573894,0.024287422
ACMSD,0.712117235,1.380986009,1.423214886,0.970328531,0.33188276,0.447090947
ACOXL,1278.696936,-1.419837732,0.355499924,-3.993918528,6.50E-05,0.000246305
ANAPC1,258.5101126,-0.426373192,0.155440868,-2.742992863,0.006088201,0.014909268
CAST,2151.429229,-0.766661206,0.132040167,-5.806272604,6.39E-09,4.87E-08
SCOC,222.9217082,-0.120200614,0.218908738,-0.549090069,0.58294364,0.68656444
CLGN,166.498242,0.491985454,0.212349476,2.316866815,0.020510988,0.043726185
SMARCA5,590.6940237,-1.326607446,0.362042504,-3.664231219,0.000248083,0.000831604
SYCP2L,906.5514866,-1.831826272,0.341539315,-5.363441897,8.17E-08,5.22E-07
RGPD3,361.6258674,0.319942796,0.255903923,1.250245764,0.211209784,0.312747354
RASSF3,1768.758151,-0.479358367,0.132803649,-3.60952709,0.000306756,0.001007301
HNRNPU,0.488810459,1.640720369,1.427221809,1.149590314,0.250312649,0.358997873
RANBP2,6.68713123,1.211841111,0.461066989,2.628340656,0.008580254,0.020187222
AHCTF1,32.32691751,2.439305371,0.525004007,4.646260478,3.38E-06,1.64E-05
MERTK,4176.280989,-3.253934706,0.985905636,-3.300452484,0.000965291,0.002846929
TMEM87B,804.1444219,0.426159759,0.207918195,2.049651108,0.040398489,0.078820169
PTPRR,2848.8409,0.648733824,0.112408761,5.771203386,7.87E-09,5.91E-08
NR4A2,671.1856469,0.845174759,0.141509577,5.972562262,2.34E-09,1.90E-08
CCDC148,2494.302493,0.902300429,0.104987241,8.594381733,8.37E-18,1.72E-16
PLA2R1,48.52372227,4.676860401,0.492209812,9.501761815,2.06E-21,5.43E-20
RBMS1,11414.47978,0.217073816,0.120547577,1.800731474,0.071745214,0.128513023
FEZF2,181.1640127,0.592523912,0.129929521,4.560348637,5.11E-06,2.39E-05
CD96,1898.791993,-0.044902908,0.110774961,-0.405352503,0.685218419,0.772358015
SLC25A27,2066.06385,1.403429944,0.14773674,9.499532345,2.11E-21,5.54E-20
ADGRF1,89106.48039,-0.262866372,0.177659126,-1.479610858,0.138977127,0.222870946
ADGRF4,97.72906091,1.31305637,0.328329539,3.999202679,6.36E-05,0.000241381
FRMD1,102.4440168,-0.954432555,0.401983746,-2.374306334,0.017581957,0.038187789
ASAP1,1787.150911,-0.34047761,0.26625035,-1.278787464,0.200971909,0.300551981
TRAPPC8,2646.875275,-0.210181138,0.155817357,-1.348894257,0.177370933,0.27216321
FAM81B,5045.006677,-0.103480592,0.194007388,-0.533384802,0.593767236,0.695987295
PLEKHG4B,623.0353158,-0.645545187,0.182008198,-3.546791823,0.000389953,0.00125489
NMRAL1,3433.142671,0.315862102,0.133565479,2.364848345,0.018037455,0.039063468
UBALD1,561.5246176,0.757949874,0.142573202,5.316215541,1.06E-07,6.63E-07
C16orf89,3164.638079,0.381637058,0.173516493,2.199428144,0.027847493,0.05712339
TMEM251,2769.478114,1.48098841,0.113417383,13.05786093,5.73E-39,4.36E-37
ING1,1313.236694,-1.042259354,0.226294125,-4.605772926,4.11E-06,1.96E-05
TEX29,1637.076155,-0.165632989,0.198496425,-0.834438146,0.404034129,0.521017907
SPACA7,982.2531032,-1.281111504,0.187817499,-6.821044426,9.04E-12,1.04E-10
ADPRHL1,8.775139847,-0.714882937,0.666069162,-1.073286345,0.28314266,0.394871606
FBXL2,1808.57606,0.814869584,0.208365787,3.910764799,9.20E-05,0.000336902
UBP1,3841.435901,-0.276898426,0.136131628,-2.034049175,0.041946638,0.081426895
RMND5A,75.58882937,3.305456922,0.354681275,9.319513467,1.17E-20,2.92E-19
CD8A,952.6107884,-1.612959591,0.226187521,-7.131072417,9.96E-13,1.28E-11
PTPRD,27.29788708,-3.576485244,1.089479414,-3.282746969,0.001028009,0.003013056
LURAP1L,473.3226429,0.364620637,0.181900013,2.00451133,0.045015314,0.08640394
CNKSR3,419.5222528,0.503087875,0.163287448,3.080995386,0.002063098,0.00565406
GTF2E1,2755.943723,0.458135563,0.157015912,2.917765193,0.003525497,0.009158454
CFDP1,593.8862828,6.591250073,0.512002207,12.87347982,6.35E-38,4.56E-36
TGIF2LX,522.0890057,0.840402794,0.154470183,5.440550252,5.31E-08,3.50E-07
ZDHHC7,526.6597588,0.819383437,0.164516388,4.980558153,6.34E-07,3.48E-06
CIBAR2,1421.293953,-0.30680949,0.134871526,-2.27482775,0.022916265,0.048196252
C7orf31,2369.545775,0.583542455,0.233807225,2.495827294,0.012566377,0.02828382
TMPRSS11D,102.957235,-2.501240666,0.607305577,-4.118586688,3.81E-05,0.000150942
CMIP,1862.959705,-0.459056718,0.165336212,-2.776504398,0.005494689,0.013604595
SPHKAP,373.6613282,-0.369283137,0.234957718,-1.571700388,0.116020052,0.191648097
KCNJ16,0.847221435,2.743539622,1.069770697,2.564605322,0.010329323,0.023788689
PID1,3.109745434,2.233415964,0.834930784,2.674971394,0.007473563,0.017854434
CEBPG,1854.34101,-0.524535031,0.198279614,-2.645430964,0.008158693,0.019300768
KCTD15,1319.167269,0.856425267,0.133860025,6.397916547,1.58E-10,1.53E-09
ZNF599,722.0920836,-0.233869661,0.191751549,-1.219649396,0.222597813,0.326569146
MCOLN2,0.897691491,-0.818637773,1.11310863,-0.735451825,0.462064369,0.577370989
LGI4,2961.151029,8.911847092,0.23268121,38.30067358,0,0
DDAH1,1609.511321,0.252560887,0.143118734,1.764694808,0.077615072,0.137379137
SREK1,789.5163875,-0.097932964,0.161212828,-0.607476248,0.543534901,0.651776222
CHD1,13318.66966,-1.428294352,0.197509278,-7.23153043,4.78E-13,6.35E-12
CLCA3P,598.2111681,0.372443154,0.201925969,1.844453962,0.065117009,0.118280129
ANKFN1,869.9501567,-0.434357941,0.233905598,-1.856979679,0.063314045,0.11569332
HS2ST1,100.3426913,0.893641233,0.339807511,2.629845437,0.00854237,0.020110356
MSI2,0.551508568,-1.064537607,1.486153155,-0.716304106,0.473803592,0.588156392
ZUP1,16.70215972,1.446781452,0.295047501,4.90355434,9.41E-07,5.01E-06
HS3ST3A1,228.3539966,1.30376274,0.23283409,5.599535438,2.15E-08,1.50E-07
GDPD1,1242.452002,0.799076314,0.153819128,5.194908634,2.05E-07,1.22E-06
NUS1,203.6540389,-0.250577645,0.153361447,-1.63390246,0.102279333,0.172732853
PPP2R5E,1192.389505,-0.292464294,0.133297392,-2.194073642,0.028230116,0.057802372
