"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV_262","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"ASV_263","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV_264","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_265","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_266","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV_267","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"ASV_268","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ASV_269","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA
"ASV_270","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"ASV_271","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13",NA,NA
"ASV_272","Bacteria","Gemmatimonadota","AKAU4049",NA,NA,NA
"ASV_273","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_274","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"ASV_275","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium"
"ASV_276","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"ASV_277","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus"
"ASV_278","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Oryzihumus"
"ASV_279","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"ASV_280","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"ASV_281","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales",NA,NA
"ASV_282","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA
"ASV_283","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_284","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ASV_285","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA
"ASV_286","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_287","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV_288","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_289","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"ASV_290","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"ASV_291","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_292","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus"
"ASV_293","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus"
"ASV_294","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_295","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas"
"ASV_296","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_297","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ASV_298","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter"
"ASV_299","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV_300","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria"
"ASV_301","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_302","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV_303","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora"
"ASV_304","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella"
"ASV_305","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_306","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV_307","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"ASV_308","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales",NA,NA
"ASV_309","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_310","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_311","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"ASV_312","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"ASV_313","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13",NA,NA
"ASV_314","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"ASV_315","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
"ASV_316","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV_317","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus"
"ASV_318","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_319","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"ASV_320","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"ASV_321","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45",NA
"ASV_322","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV_323","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae",NA
"ASV_324","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV_325","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV_326","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_327","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV_328","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA
"ASV_329","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA
"ASV_330","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA
"ASV_331","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"ASV_332","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ASV_333","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV_334","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV_335","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_336","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_337","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella"
"ASV_338","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"ASV_339","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"ASV_340","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_341","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_342","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_343","Bacteria","Acidobacteriota","Subgroup 25",NA,NA,NA
"ASV_344","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055"
"ASV_345","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"ASV_346","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea"
"ASV_347","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ASV_348","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium"
"ASV_349","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"ASV_350","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales",NA,NA
"ASV_351","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae",NA
"ASV_352","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Cryobacterium"
"ASV_353","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"ASV_354","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"ASV_355","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_356","Bacteria","Gemmatimonadota","AKAU4049",NA,NA,NA
"ASV_357","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"ASV_358","Bacteria","Actinobacteriota","MB-A2-108",NA,NA,NA
"ASV_359","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halobacillus"
"ASV_360","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV_361","Bacteria","Myxococcota","bacteriap25",NA,NA,NA
"ASV_362","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium"
"ASV_363","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_364","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_365","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ASV_366","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"ASV_367","Bacteria","Actinobacteriota","Thermoleophilia",NA,NA,NA
"ASV_368","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Salegentibacter"
"ASV_369","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_370","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_371","Bacteria","Actinobacteriota","Actinobacteria","Nitriliruptorales","Nitriliruptoraceae",NA
"ASV_372","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV_373","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"ASV_374","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus"
"ASV_375","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13",NA,NA
"ASV_376","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Azohydromonas"
"ASV_377","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"ASV_378","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae",NA
"ASV_379","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus"
"ASV_380","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora"
"ASV_381","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_382","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax"
"ASV_383","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus"
"ASV_384","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia"
"ASV_385","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA
"ASV_386","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_387","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV_388","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_389","Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,NA
"ASV_390","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"ASV_391","Bacteria","Chloroflexi","Gitt-GS-136",NA,NA,NA
"ASV_392","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_393","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillaceae","Skermanella"
"ASV_394","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_395","Bacteria","Chloroflexi","P2-11E",NA,NA,NA
"ASV_396","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV_397","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"ASV_398","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_399","Bacteria","Actinobacteriota","Thermoleophilia",NA,NA,NA
"ASV_400","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae",NA
"ASV_401","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV_402","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Luedemannella"
"ASV_403","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV_404","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter"
"ASV_405","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azoarcus"
"ASV_406","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Kibdelosporangium"
"ASV_407","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"ASV_408","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA
"ASV_409","Bacteria","Actinobacteriota","Actinobacteria","0319-7L14",NA,NA
"ASV_410","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV_411","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV_412","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV_413","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV_414","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 13"
"ASV_415","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae",NA
"ASV_416","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Domibacillus"
"ASV_417","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium"
"ASV_418","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus"
"ASV_419","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"ASV_420","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"ASV_421","Bacteria","Gemmatimonadota","AKAU4049",NA,NA,NA
"ASV_422","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV_423","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae",NA
"ASV_424","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"ASV_425","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV_426","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV_427","Bacteria","Chloroflexi","P2-11E",NA,NA,NA
"ASV_428","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Xylophilus"
"ASV_429","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Palleronia-Pseudomaribius"
"ASV_430","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV_431","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"ASV_432","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Marinobacteraceae","Marinobacter"
"ASV_433","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae",NA
"ASV_434","Bacteria","RCP2-54",NA,NA,NA,NA
"ASV_435","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_436","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ASV_437","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13",NA,NA
"ASV_438","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA
"ASV_439","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"ASV_440","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"ASV_441","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira"
"ASV_442","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"ASV_443","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","MWH-CFBk5",NA
"ASV_444","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"ASV_445","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV_446","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"ASV_447","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Xylophilus"
"ASV_448","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Gillisia"
"ASV_449","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
"ASV_450","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella"
"ASV_451","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"ASV_452","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Antarcticibacterium"
"ASV_453","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter"
"ASV_454","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rubrivivax"
"ASV_455","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV_456","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia"
"ASV_457","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus"
"ASV_458","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales",NA,NA
"ASV_459","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV_460","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA
"ASV_461","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"ASV_462","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
